uniprot_id,gene,length,llps_score,prediction,in_training
Q16363,LAMA4,1823,0.2198,LLPS-,novel
A0A0C4DH31,IGHV1-18,117,0.2198,LLPS-,novel
O75509,TNFRSF21,655,0.2198,LLPS-,novel
Q8IZQ5,SELENOH,122,0.2197,LLPS-,novel
P06213,INSR,1382,0.2197,LLPS-,novel
Q9Y6E0,STK24,443,0.2197,LLPS-,novel
P16860,NPPB,134,0.2197,LLPS-,novel
Q15052,ARHGEF6,776,0.2197,LLPS-,novel
Q00722,PLCB2,1185,0.2197,LLPS-,novel
O75182,SIN3B,1162,0.2197,LLPS-,novel
Q13753,LAMC2,1193,0.2197,LLPS-,novel
Q5VTT5,MYOM3,1437,0.2197,LLPS-,novel
Q7Z794,KRT77,578,0.2197,LLPS-,novel
B5ME19,EIF3CL,914,0.2197,LLPS-,novel
P61129,ZC3H6,1189,0.2197,LLPS-,novel
P49418,AMPH,695,0.2196,LLPS-,novel
Q7Z3Y9,KRT26,468,0.2196,LLPS-,novel
P46736,BRCC3,316,0.2196,LLPS-,novel
O14511,NRG2,850,0.2196,LLPS-,novel
Q9UPR0,PLCL2,1127,0.2195,LLPS-,novel
Q8IXF0,NPAS3,933,0.2195,LLPS-,novel
Q9P203,BTBD7,1132,0.2195,LLPS-,novel
O15231,ZNF185,689,0.2195,LLPS-,novel
O60879,DIAPH2,1101,0.2194,LLPS-,novel
Q9BSJ6,PIMREG,248,0.2194,LLPS-,novel
Q9BSL1,UBAC1,405,0.2194,LLPS-,novel
Q99547,MPHOSPH6,160,0.2194,LLPS-,novel
Q86XP1,DGKH,1220,0.2194,LLPS-,novel
Q9Y4H2,IRS2,1338,0.2193,LLPS-,novel
Q9HB96,FANCE,536,0.2193,LLPS-,novel
Q9NYB0,TERF2IP,399,0.2193,LLPS-,novel
Q5T890,ERCC6L2,1561,0.2193,LLPS-,novel
Q69YU3,ANKRD34A,496,0.2193,LLPS-,novel
Q14562,DHX8,1220,0.2193,LLPS-,novel
Q99613,EIF3C,913,0.2193,LLPS-,novel
Q6UXM1,LRIG3,1119,0.2192,LLPS-,novel
O14490,DLGAP1,977,0.2192,LLPS-,novel
Q96RU2,USP28,1077,0.2192,LLPS-,novel
P25685,DNAJB1,340,0.2192,LLPS-,train
Q9UBZ9,REV1,1251,0.2192,LLPS-,novel
P61244,MAX,160,0.2192,LLPS-,novel
Q569K6,CCDC157,752,0.2191,LLPS-,novel
Q9ULI3,HEG1,1381,0.219,LLPS-,novel
Q86YR5,GPSM1,675,0.219,LLPS-,novel
Q8IY67,RAVER1,606,0.219,LLPS-,novel
Q63HR2,TNS2,1409,0.219,LLPS-,novel
Q9UN81,L1RE1,338,0.219,LLPS-,novel
Q7Z494,NPHP3,1330,0.2189,LLPS-,novel
Q92560,BAP1,729,0.2189,LLPS-,novel
Q58EX7,PLEKHG4,1191,0.2189,LLPS-,novel
Q02241,KIF23,960,0.2188,LLPS-,novel
P47974,ZFP36L2,494,0.2188,LLPS-,train
H3BQB6,STMND1,276,0.2188,LLPS-,novel
Q9BV99,LRRC61,259,0.2188,LLPS-,novel
Q8IYM0,FAM186B,893,0.2188,LLPS-,novel
A0AVK6,E2F8,867,0.2188,LLPS-,novel
Q96II8,LRCH3,777,0.2187,LLPS-,novel
Q9BQ70,TCF25,676,0.2187,LLPS-,novel
G9CGD6,CNK3/IPCEF1,899,0.2187,LLPS-,novel
P42694,HELZ,1942,0.2187,LLPS-,novel
Q96P47,AGAP3,875,0.2187,LLPS-,novel
Q0VDD5,MIR22HG,57,0.2187,LLPS-,novel
Q4G0J3,LARP7,582,0.2187,LLPS-,novel
Q7Z745,MROH2B,1585,0.2187,LLPS-,novel
O15117,FYB1,783,0.2186,LLPS-,novel
Q5JWF2,GNAS,1037,0.2186,LLPS-,novel
Q86VP3,PACS2,889,0.2186,LLPS-,novel
Q05932,FPGS,587,0.2185,LLPS-,novel
Q2TBE0,CWF19L2,894,0.2185,LLPS-,novel
O95467,GNAS,245,0.2185,LLPS-,novel
Q53GA4,PHLDA2,152,0.2185,LLPS-,novel
Q9NP81,SARS2,518,0.2185,LLPS-,novel
P12110,COL6A2,1019,0.2185,LLPS-,novel
Q9NYF3,FAM53C,392,0.2185,LLPS-,novel
Q9Y6S9,RPS6KL1,549,0.2184,LLPS-,novel
Q8WW18,C17orf50,174,0.2184,LLPS-,novel
A0A0B4J1Y9,IGHV3-72,119,0.2184,LLPS-,novel
Q9Y5I4,PCDHAC2,1007,0.2184,LLPS-,novel
P0C2W7,CT47B1,299,0.2183,LLPS-,novel
Q12756,KIF1A,1690,0.2183,LLPS-,novel
Q8IVU1,IGDCC3,814,0.2183,LLPS-,novel
Q86VY9,TMEM200A,491,0.2183,LLPS-,novel
Q14153,FAM53B,422,0.2183,LLPS-,novel
Q99814,EPAS1,870,0.2182,LLPS-,novel
Q9UDV7,ZNF282,671,0.2182,LLPS-,novel
Q9BY43,CHMP4A,222,0.2182,LLPS-,novel
Q9BT49,THAP7,309,0.2182,LLPS-,novel
Q562F6,SGO2,1265,0.2182,LLPS-,novel
Q12816,TRO,1431,0.2182,LLPS-,novel
O43150,ASAP2,1006,0.2181,LLPS-,novel
Q9BR77,CCDC77,488,0.2181,LLPS-,novel
Q9NSC5,HOMER3,361,0.2181,LLPS-,test
Q8TEH3,DENND1A,1009,0.2181,LLPS-,novel
O75541,ZNF821,412,0.2181,LLPS-,novel
P48552,NRIP1,1158,0.2181,LLPS-,novel
Q13202,DUSP8,625,0.2181,LLPS-,novel
Q13164,MAPK7,816,0.218,LLPS-,novel
P54257,HAP1,671,0.218,LLPS-,novel
A2JGV3,TRGC1,58,0.218,LLPS-,novel
Q9GZV5,WWTR1,400,0.2179,LLPS-,train
Q9NPB6,PARD6A,346,0.2179,LLPS-,novel
Q96B36,AKT1S1,256,0.2179,LLPS-,novel
Q9NQW6,ANLN,1124,0.2179,LLPS-,novel
Q96DT7,ZBTB10,871,0.2179,LLPS-,novel
Q9BQ52,ELAC2,826,0.2179,LLPS-,novel
Q9BXL5,HEMGN,484,0.2179,LLPS-,novel
P42768,WAS,502,0.2178,LLPS-,novel
Q5VVP1,SPATA31A6,1343,0.2178,LLPS-,novel
P82987,ADAMTSL3,1691,0.2178,LLPS-,novel
Q6ZUS6,CCDC149,474,0.2178,LLPS-,novel
Q15653,NFKBIB,356,0.2178,LLPS-,novel
Q9NQV6,PRDM10,1147,0.2178,LLPS-,novel
Q8WYQ9,ZCCHC14,949,0.2177,LLPS-,novel
Q14CB8,ARHGAP19,494,0.2177,LLPS-,novel
Q8TA86,RP9,221,0.2177,LLPS-,novel
A0A0B4J1X8,IGHV3-43,118,0.2177,LLPS-,novel
Q9HCK4,ROBO2,1378,0.2177,LLPS-,novel
A6NM62,LRRC53,1247,0.2177,LLPS-,novel
A1L168,C20orf202,99,0.2177,LLPS-,novel
Q8NDL9,AGBL5,886,0.2177,LLPS-,novel
Q9BVC5,C2orf49,232,0.2176,LLPS-,novel
Q9BZF1,OSBPL8,889,0.2176,LLPS-,novel
P42696,RBM34,430,0.2176,LLPS-,novel
Q9H910,JPT2,190,0.2176,LLPS-,novel
Q92785,DPF2,391,0.2176,LLPS-,novel
Q9Y5H0,PCDHGA3,932,0.2176,LLPS-,novel
Q4KWH8,PLCH1,1693,0.2176,LLPS-,novel
Q52LR7,EPC2,807,0.2175,LLPS-,novel
Q13177,PAK2,524,0.2175,LLPS-,novel
Q6ZWH5,NEK10,1172,0.2175,LLPS-,novel
O14776,TCERG1,1098,0.2174,LLPS-,novel
Q16799,RTN1,776,0.2174,LLPS-,novel
Q2Q1W2,TRIM71,868,0.2174,LLPS-,novel
Q8N309,LRRC43,656,0.2173,LLPS-,novel
Q6P1J6,PLB1,1458,0.2173,LLPS-,novel
O95391,SLU7,586,0.2173,LLPS-,novel
Q7Z4H7,HAUS6,955,0.2172,LLPS-,novel
Q6NUN9,ZNF746,644,0.2172,LLPS-,novel
Q14444,CAPRIN1,709,0.2172,LLPS-,val
O43493,TGOLN2,437,0.2172,LLPS-,novel
Q16254,E2F4,413,0.2171,LLPS-,novel
Q7Z6L0,PRRT2,340,0.2171,LLPS-,novel
Q13069,GAGE5,117,0.2171,LLPS-,novel
Q14515,SPARCL1,664,0.2171,LLPS-,novel
Q08J23,NSUN2,767,0.2171,LLPS-,novel
Q96HJ3,CCDC34,373,0.2171,LLPS-,novel
Q8N998,CCDC89,374,0.217,LLPS-,novel
O95747,OXSR1,527,0.217,LLPS-,novel
Q9NZ71,RTEL1,1219,0.217,LLPS-,novel
Q93015,NAA80,286,0.217,LLPS-,novel
Q01831,XPC,940,0.217,LLPS-,novel
Q8N5R6,CCDC33,958,0.217,LLPS-,novel
Q5T4T6,SYCP2L,812,0.217,LLPS-,novel
Q96DN6,MBD6,1003,0.217,LLPS-,novel
Q8N2C3,DEPDC4,294,0.2169,LLPS-,novel
Q9UEE5,STK17A,414,0.2169,LLPS-,novel
Q7Z3Y7,KRT28,464,0.2169,LLPS-,novel
P12757,SKIL,684,0.2169,LLPS-,novel
Q5JZY3,EPHA10,1008,0.2169,LLPS-,novel
Q99683,MAP3K5,1374,0.2169,LLPS-,novel
Q9NQV5,PRDM11,511,0.2169,LLPS-,novel
Q6ZVC0,NYAP1,841,0.2168,LLPS-,novel
P47736,RAP1GAP,663,0.2168,LLPS-,novel
P07196,NEFL,543,0.2168,LLPS-,novel
Q8IX15,HOMEZ,550,0.2168,LLPS-,novel
Q96QC0,PPP1R10,940,0.2168,LLPS-,novel
Q68CQ1,MROH7,1323,0.2168,LLPS-,novel
Q15742,NAB2,525,0.2167,LLPS-,novel
Q9P2P1,NYNRIN,1898,0.2167,LLPS-,novel
Q9NSB8,HOMER2,354,0.2167,LLPS-,novel
A6NNX1,RIIAD1,92,0.2167,LLPS-,novel
P57768,SNX16,344,0.2165,LLPS-,novel
Q53FD0,ZC2HC1C,456,0.2165,LLPS-,novel
Q9C000,NLRP1,1473,0.2165,LLPS-,novel
A6NGK3,GAGE10,116,0.2165,LLPS-,novel
Q99743,NPAS2,824,0.2164,LLPS-,novel
Q12986,NFX1,1120,0.2164,LLPS-,novel
Q16718,NDUFA5,116,0.2164,LLPS-,novel
Q96C19,EFHD2,240,0.2163,LLPS-,novel
Q9H4Z3,PCIF1,704,0.2163,LLPS-,novel
Q96L14,CEP170P1,293,0.2163,LLPS-,novel
Q6ULP2,AFTPH,936,0.2163,LLPS-,novel
Q8NEV9,IL27,243,0.2163,LLPS-,novel
O43593,HR,1189,0.2162,LLPS-,novel
Q9H6X5,C19orf44,657,0.2162,LLPS-,novel
Q9H7U1,CCSER2,834,0.2162,LLPS-,novel
Q8N5Z5,KCTD17,314,0.2162,LLPS-,novel
Q8WZ55,BSND,320,0.2162,LLPS-,novel
Q8IUE1,TGIF2LX,241,0.2161,LLPS-,novel
Q8NC44,RETREG2,543,0.2161,LLPS-,novel
B3KU38,IQCJ-SCHIP1,563,0.2161,LLPS-,novel
A8MX80,,341,0.2161,LLPS-,novel
Q05209,PTPN12,780,0.2161,LLPS-,novel
P29122,PCSK6,969,0.2161,LLPS-,novel
P04264,KRT1,644,0.2161,LLPS-,novel
P27448,MARK3,753,0.216,LLPS-,novel
Q01850,CDR2,454,0.2159,LLPS-,novel
P30304,CDC25A,524,0.2159,LLPS-,novel
Q676U5,ATG16L1,607,0.2159,LLPS-,novel
P49321,NASP,788,0.2159,LLPS-,novel
Q5BKX8,CAVIN4,364,0.2159,LLPS-,novel
Q9ULX5,RNF112,631,0.2159,LLPS-,novel
O95197,RTN3,1032,0.2158,LLPS-,novel
O75475,PSIP1,530,0.2158,LLPS-,novel
O14827,RASGRF2,1237,0.2158,LLPS-,novel
Q92543,SNX19,992,0.2157,LLPS-,novel
Q99619,SPSB2,263,0.2157,LLPS-,novel
Q5PRF9,SAMD4B,694,0.2157,LLPS-,novel
Q96S53,TESK2,571,0.2157,LLPS-,novel
P59046,NLRP12,1061,0.2157,LLPS-,novel
Q9UBC2,EPS15L1,864,0.2157,LLPS-,novel
Q9C0E8,LNPK,428,0.2156,LLPS-,novel
O75081,CBFA2T3,653,0.2156,LLPS-,novel
O14981,BTAF1,1849,0.2155,LLPS-,novel
Q96S65,CSRNP1,589,0.2155,LLPS-,novel
P35716,SOX11,441,0.2155,LLPS-,novel
O75094,SLIT3,1523,0.2154,LLPS-,novel
Q9Y2X7,GIT1,761,0.2154,LLPS-,novel
Q5VWP3,MLIP,993,0.2154,LLPS-,novel
Q18PE1,DOK7,504,0.2153,LLPS-,novel
Q9Y6R0,NUMBL,609,0.2153,LLPS-,novel
Q9UEG4,ZNF629,869,0.2153,LLPS-,novel
Q9P218,COL20A1,1284,0.2153,LLPS-,novel
P0DTW1,GAGE1,117,0.2153,LLPS-,novel
Q14BN4,SLMAP,828,0.2153,LLPS-,novel
B3EWF7,EPM2A,344,0.2153,LLPS-,novel
Q9Y572,RIPK3,518,0.2152,LLPS-,novel
Q5HY64,FAM47C,1035,0.2152,LLPS-,novel
P35611,ADD1,737,0.2152,LLPS-,novel
Q9H0W5,CCDC8,538,0.2152,LLPS-,novel
Q5FWF5,ESCO1,840,0.2151,LLPS-,novel
Q6ZW13,C16orf86,317,0.2151,LLPS-,novel
P17029,ZKSCAN1,563,0.2151,LLPS-,novel
Q9NY61,AATF,560,0.2151,LLPS-,novel
Q8NDM7,CFAP43,1665,0.2151,LLPS-,novel
O75298,RTN2,545,0.2151,LLPS-,novel
Q9ULM3,YEATS2,1422,0.2151,LLPS-,novel
P09619,PDGFRB,1106,0.2151,LLPS-,novel
P0DO97,CCDC192,292,0.215,LLPS-,novel
Q86W26,NLRP10,655,0.215,LLPS-,novel
Q96N46,TTC14,770,0.2149,LLPS-,novel
Q05193,DNM1,864,0.2149,LLPS-,novel
Q6R2W3,SCAND3,1325,0.2149,LLPS-,novel
Q9UL15,BAG5,447,0.2149,LLPS-,novel
O75676,RPS6KA4,772,0.2148,LLPS-,novel
Q9UBB5,MBD2,411,0.2148,LLPS-,novel
Q13043,STK4,487,0.2148,LLPS-,novel
O14598,VCY,125,0.2148,LLPS-,novel
Q9C0I9,LRRC27,530,0.2148,LLPS-,novel
O43159,RRP8,456,0.2148,LLPS-,novel
Q9BVR0,HERC2P3,1158,0.2147,LLPS-,novel
Q12766,HMGXB3,1292,0.2147,LLPS-,novel
Q8NA47,CCDC63,563,0.2147,LLPS-,novel
Q9H9L7,AKIRIN1,192,0.2147,LLPS-,novel
O43559,FRS3,492,0.2146,LLPS-,novel
Q9Y388,RBMX2,322,0.2146,LLPS-,novel
Q8N5Q1,GARIN5B,922,0.2146,LLPS-,novel
Q14C87,TMEM132D,1099,0.2146,LLPS-,novel
Q8N9E0,FAM133A,248,0.2146,LLPS-,novel
Q96JH8,RADIL,1075,0.2146,LLPS-,novel
Q8TDY4,ASAP3,903,0.2145,LLPS-,novel
Q13188,STK3,491,0.2145,LLPS-,novel
Q9NSI8,SAMSN1,373,0.2145,LLPS-,novel
Q05707,COL14A1,1796,0.2144,LLPS-,novel
Q9NRR4,DROSHA,1374,0.2144,LLPS-,novel
P49840,GSK3A,483,0.2144,LLPS-,train
Q92558,WASF1,559,0.2144,LLPS-,novel
Q9P0U4,CXXC1,656,0.2144,LLPS-,novel
Q5SY16,NOL9,702,0.2144,LLPS-,novel
P23468,PTPRD,1912,0.2143,LLPS-,novel
P22455,FGFR4,802,0.2143,LLPS-,novel
Q8N488,RYBP,228,0.2143,LLPS-,novel
Q96FC9,DDX11,970,0.2142,LLPS-,novel
Q9NPF5,DMAP1,467,0.2142,LLPS-,novel
Q9NRE2,TSHZ2,1034,0.2142,LLPS-,novel
Q14872,MTF1,753,0.2142,LLPS-,novel
Q13608,PEX6,980,0.2142,LLPS-,novel
Q6P1L6,ZNF343,599,0.2141,LLPS-,novel
Q96JN8,NEURL4,1562,0.2141,LLPS-,novel
Q70E73,RAPH1,1250,0.2141,LLPS-,novel
Q9BXX3,ANKRD30A,1397,0.2141,LLPS-,novel
Q96QU1,PCDH15,1955,0.2141,LLPS-,novel
O94762,RECQL5,991,0.2141,LLPS-,novel
Q9Y597,KCTD3,815,0.214,LLPS-,novel
Q7Z3Y8,KRT27,459,0.214,LLPS-,novel
Q96GX5,MASTL,879,0.214,LLPS-,novel
Q5FBB7,SGO1,561,0.214,LLPS-,train
O43524,FOXO3,673,0.214,LLPS-,novel
Q8TDW5,SYTL5,730,0.2139,LLPS-,novel
Q15650,TRIP4,581,0.2139,LLPS-,novel
Q8N7U6,EFHB,833,0.2138,LLPS-,novel
O60393,NOBOX,691,0.2138,LLPS-,novel
O95684,CEP43,399,0.2138,LLPS-,novel
Q5VYM1,SPATA31G1,1079,0.2138,LLPS-,novel
Q96MN9,ZNF488,340,0.2137,LLPS-,novel
Q9UBK2,PPARGC1A,798,0.2137,LLPS-,novel
Q2NL68,PROSER3,480,0.2137,LLPS-,novel
P29475,NOS1,1434,0.2136,LLPS-,novel
O94769,ECM2,699,0.2136,LLPS-,novel
Q3MIN7,RGL3,710,0.2136,LLPS-,novel
Q14596,NBR1,966,0.2135,LLPS-,novel
O00165,HAX1,279,0.2135,LLPS-,novel
P12524,MYCL,364,0.2135,LLPS-,novel
Q8NFH8,REPS2,660,0.2135,LLPS-,novel
E7EW31,PROB1,1015,0.2135,LLPS-,novel
Q9H1R3,MYLK2,596,0.2135,LLPS-,novel
Q8NE63,HIPK4,616,0.2135,LLPS-,novel
Q8NHS0,DNAJB8,232,0.2135,LLPS-,novel
Q96LT9,RNPC3,517,0.2135,LLPS-,novel
Q7L4I2,RSRC2,434,0.2135,LLPS-,novel
Q92851,CASP10,521,0.2134,LLPS-,novel
O00716,E2F3,465,0.2134,LLPS-,novel
Q6AI12,ANKRD40,368,0.2134,LLPS-,novel
Q969F2,NKD2,451,0.2134,LLPS-,novel
Q7Z7K6,CENPV,275,0.2134,LLPS-,novel
A6NER3,GAGE12J,117,0.2134,LLPS-,novel
A8MUI8,,341,0.2134,LLPS-,novel
Q14149,MORC3,939,0.2133,LLPS-,train
Q96SQ7,ATOH8,321,0.2133,LLPS-,novel
Q9BX69,CARD6,1037,0.2132,LLPS-,novel
O15031,PLXNB2,1838,0.2132,LLPS-,novel
P0DSO3,GAGE4,117,0.2132,LLPS-,novel
O60500,NPHS1,1241,0.2132,LLPS-,train
Q8TBB0,THAP6,222,0.2132,LLPS-,novel
Q96SC8,DMRTA2,542,0.2132,LLPS-,novel
Q14191,WRN,1432,0.2132,LLPS-,novel
Q9H2G4,TSPYL2,693,0.2131,LLPS-,novel
Q969G5,CAVIN3,261,0.2131,LLPS-,novel
Q8TC76,FAM110B,370,0.2131,LLPS-,novel
Q7L5A3,ATOSB,538,0.2131,LLPS-,novel
Q8IZA0,KIAA0319L,1049,0.213,LLPS-,novel
A6NFE3,EFCAB10,127,0.213,LLPS-,novel
Q6ZT62,BARGIN,677,0.213,LLPS-,novel
Q86WJ1,CHD1L,897,0.213,LLPS-,novel
Q8WVB6,CHTF18,975,0.213,LLPS-,novel
Q8WVT3,TRAPPC12,735,0.213,LLPS-,novel
Q1XH10,SKIDA1,908,0.213,LLPS-,novel
Q8N0X7,SPART,666,0.213,LLPS-,novel
P58304,VSX2,361,0.2129,LLPS-,novel
Q96LX7,CCDC17,622,0.2129,LLPS-,novel
Q9UPE1,SRPK3,567,0.2129,LLPS-,novel
Q4V321,GAGE13,117,0.2129,LLPS-,novel
Q86TB9,PATL1,770,0.2129,LLPS-,novel
Q68D20,PMS2CL,193,0.2129,LLPS-,novel
Q9UBG3,CRNN,495,0.2129,LLPS-,novel
Q9P267,MBD5,1494,0.2128,LLPS-,novel
Q9UQ84,EXO1,846,0.2128,LLPS-,novel
Q14289,PTK2B,1009,0.2128,LLPS-,novel
Q5H9T9,FSCB,825,0.2128,LLPS-,novel
Q3YBR2,TBRG1,411,0.2128,LLPS-,novel
Q8IV53,DENND1C,801,0.2128,LLPS-,novel
Q86WN1,FCHSD1,690,0.2127,LLPS-,novel
Q8TD35,LKAAEAR1,194,0.2127,LLPS-,novel
Q13601,KRR1,381,0.2127,LLPS-,novel
Q6MZQ0,PRR5L,368,0.2126,LLPS-,train
Q9C0D0,PHACTR1,580,0.2126,LLPS-,novel
Q9BW85,YJU2,323,0.2126,LLPS-,novel
O75161,NPHP4,1426,0.2125,LLPS-,novel
Q7Z7M9,GALNT5,940,0.2125,LLPS-,novel
Q9HAQ2,KIF9,790,0.2125,LLPS-,novel
O75638,CTAG2,210,0.2125,LLPS-,novel
P20020,ATP2B1,1220,0.2125,LLPS-,novel
Q99684,GFI1,422,0.2125,LLPS-,novel
Q96PE1,ADGRA2,1338,0.2124,LLPS-,novel
P50570,DNM2,870,0.2124,LLPS-,novel
Q9UHV5,RAPGEFL1,662,0.2124,LLPS-,novel
P20810,CAST,708,0.2124,LLPS-,novel
Q8NBI3,DRAXIN,349,0.2124,LLPS-,novel
O14645,DNALI1,258,0.2122,LLPS-,novel
P42695,NCAPD3,1498,0.2122,LLPS-,novel
O00268,TAF4,1085,0.2122,LLPS-,novel
Q8IW40,DNAAF19,242,0.2121,LLPS-,novel
Q9H814,PHAX,394,0.2121,LLPS-,novel
A2RUB6,CCDC66,948,0.2121,LLPS-,novel
O60308,CEP104,925,0.2121,LLPS-,novel
Q8WXF8,DEDD2,326,0.212,LLPS-,novel
Q86XP3,DDX42,938,0.212,LLPS-,novel
Q8N3A8,PARP8,854,0.212,LLPS-,novel
Q9Y2T1,AXIN2,843,0.212,LLPS-,novel
Q8NC56,LEMD2,503,0.212,LLPS-,train
Q6ZS17,RIPOR1,1223,0.212,LLPS-,novel
Q14114,LRP8,963,0.212,LLPS-,novel
Q9UPX0,IGSF9B,1349,0.212,LLPS-,novel
Q9ULH1,ASAP1,1129,0.2119,LLPS-,novel
Q14582,MXD4,209,0.2119,LLPS-,novel
Q8NG27,PJA1,643,0.2119,LLPS-,novel
Q96K76,USP47,1375,0.2119,LLPS-,novel
Q86T90,KIAA1328,577,0.2119,LLPS-,novel
Q9H0J4,QRICH2,1663,0.2119,LLPS-,novel
Q96AQ1,CCDC74A,378,0.2119,LLPS-,novel
O60840,CACNA1F,1977,0.2119,LLPS-,novel
Q6N043,ZNF280D,979,0.2118,LLPS-,novel
Q2T9L4,INSYN1,293,0.2118,LLPS-,novel
Q96PN7,TRERF1,1200,0.2118,LLPS-,novel
P0C1S8,WEE2,567,0.2118,LLPS-,novel
Q92896,GLG1,1179,0.2118,LLPS-,novel
Q6PUV4,CPLX2,134,0.2118,LLPS-,novel
P46087,NOP2,812,0.2118,LLPS-,novel
Q7Z6J9,TSEN54,526,0.2117,LLPS-,novel
A0A0B4J244,TRAV3,114,0.2117,LLPS-,novel
Q496M5,PLK5,336,0.2117,LLPS-,novel
P55265,ADAR,1226,0.2116,LLPS-,novel
Q9HC35,EML4,981,0.2116,LLPS-,novel
Q14774,HLX,488,0.2116,LLPS-,novel
O60304,ZNF500,480,0.2116,LLPS-,novel
P82979,SARNP,210,0.2116,LLPS-,novel
Q8WWN9,IPCEF1,437,0.2116,LLPS-,novel
Q6ZVX7,NCCRP1,275,0.2116,LLPS-,novel
Q8IZJ4,RGL4,473,0.2116,LLPS-,novel
A1A4V9,CFAP119,331,0.2116,LLPS-,novel
P0CL82,GAGE12I,117,0.2115,LLPS-,novel
O76087,GAGE7,117,0.2115,LLPS-,novel
Q8TAK6,OLIG1,271,0.2115,LLPS-,novel
P0CL81,GAGE12G,117,0.2115,LLPS-,novel
Q9UKY1,ZHX1,873,0.2115,LLPS-,novel
Q9H2U1,DHX36,1008,0.2115,LLPS-,novel
P0CL80,GAGE12F,117,0.2115,LLPS-,novel
Q9BQF6,SENP7,1050,0.2114,LLPS-,novel
Q8IUW3,SPATA2L,424,0.2114,LLPS-,novel
Q9BYE7,PCGF6,350,0.2114,LLPS-,novel
Q9ULD9,ZNF608,1512,0.2114,LLPS-,novel
P0C0L4,C4A,1744,0.2114,LLPS-,novel
Q5T6C5,ATXN7L2,722,0.2113,LLPS-,novel
Q6PML9,SLC30A9,568,0.2113,LLPS-,novel
Q8NAA5,LRRC75A,344,0.2113,LLPS-,novel
P01762,IGHV3-11,117,0.2113,LLPS-,novel
Q9P2J2,IGSF9,1179,0.2113,LLPS-,novel
Q5VZ66,JAKMIP3,844,0.2113,LLPS-,novel
Q9NUA8,ZBTB40,1239,0.2112,LLPS-,novel
P52630,STAT2,851,0.2112,LLPS-,novel
Q9NPY3,CD93,652,0.2112,LLPS-,novel
Q9H8E8,KAT14,782,0.2112,LLPS-,novel
Q76LX8,ADAMTS13,1427,0.2112,LLPS-,novel
Q05397,PTK2,1052,0.2111,LLPS-,novel
Q8TEC5,SH3RF2,729,0.211,LLPS-,novel
Q8TBE0,BAHD1,780,0.211,LLPS-,novel
Q8WYQ5,DGCR8,773,0.211,LLPS-,train
Q86XL3,ANKLE2,938,0.2109,LLPS-,novel
Q96HB5,CCDC120,630,0.2109,LLPS-,novel
Q9H211,CDT1,546,0.2109,LLPS-,novel
Q9BQI3,EIF2AK1,630,0.2109,LLPS-,novel
Q9BVQ7,AFG2B,753,0.2109,LLPS-,novel
Q5EBL2,ZNF628,1059,0.2109,LLPS-,novel
O95232,LUC7L3,432,0.2108,LLPS-,novel
Q9NVE5,USP40,1235,0.2108,LLPS-,novel
Q9Y2D8,SSX2IP,614,0.2108,LLPS-,novel
Q9BXM0,PRX,1461,0.2108,LLPS-,novel
O75170,PPP6R2,966,0.2108,LLPS-,novel
A4D1E1,ZNF804B,1349,0.2108,LLPS-,novel
Q96AY2,EME1,570,0.2108,LLPS-,novel
Q8IWY8,ZSCAN29,852,0.2107,LLPS-,novel
Q9Y2L1,DIS3,958,0.2107,LLPS-,novel
Q9H013,ADAM19,955,0.2107,LLPS-,novel
Q86UE4,MTDH,582,0.2106,LLPS-,novel
Q9BQI5,SGIP1,828,0.2106,LLPS-,novel
Q9NWS0,PIH1D1,290,0.2106,LLPS-,novel
Q96IF1,AJUBA,538,0.2106,LLPS-,novel
P49716,CEBPD,269,0.2106,LLPS-,novel
P06315,IGKV5-2,115,0.2106,LLPS-,novel
Q9BPX3,NCAPG,1015,0.2105,LLPS-,novel
P84550,SKOR1,965,0.2105,LLPS-,novel
Q9NS37,CREBZF,354,0.2105,LLPS-,novel
Q9ULU4,ZMYND8,1186,0.2105,LLPS-,novel
Q8NDA8,MROH1,1641,0.2105,LLPS-,novel
Q8N6G6,ADAMTSL1,1762,0.2104,LLPS-,novel
Q4V326,GAGE2E,110,0.2104,LLPS-,novel
Q09019,DMWD,674,0.2104,LLPS-,novel
Q92830,KAT2A,837,0.2104,LLPS-,novel
Q8TCX5,RHPN1,670,0.2104,LLPS-,novel
Q13427,PPIG,754,0.2104,LLPS-,novel
Q9UPZ9,CILK1,632,0.2104,LLPS-,novel
Q96CX2,KCTD12,325,0.2104,LLPS-,novel
Q5T8D3,ACBD5,534,0.2104,LLPS-,novel
P27815,PDE4A,886,0.2103,LLPS-,val
Q9NTI7,INKA2,297,0.2103,LLPS-,novel
Q13123,IK,557,0.2103,LLPS-,novel
Q8N957,ANKFN1,1146,0.2102,LLPS-,novel
Q12946,FOXF1,379,0.2102,LLPS-,novel
P02671,FGA,866,0.2102,LLPS-,novel
P18065,IGFBP2,325,0.2102,LLPS-,train
Q8WXA3,RUFY2,606,0.2102,LLPS-,novel
Q9BQI9,NRIP2,281,0.2101,LLPS-,novel
Q99962,SH3GL2,352,0.2101,LLPS-,novel
Q7Z5L9,IRF2BP2,587,0.2101,LLPS-,novel
Q86UX6,STK32C,486,0.2101,LLPS-,novel
P0C0L5,C4B,1744,0.2101,LLPS-,novel
Q9UM73,ALK,1620,0.21,LLPS-,novel
Q9H175,CSRNP2,543,0.21,LLPS-,novel
